268	Nine Dragons	108	9780752875873	ADULT	CRIME	Hardback 384 pages	038	1899	6	10		Z	PP	999						The shooting of a Chinese liquor store owner in LA brings Harry Bosch back to the Rodney King riots and the moment a stranger gave a young cop sanctuary. Now the debt must be repaid, and Harry soon discovers the old man's death was no ordinary holdup. Homing in on clues disregarded by the cops on the scene, Harry builds a picture of corruption and intimidation, with the local Triads at the heart of it. But as he tries to build a case and breach the impenetrable wall of silence in the local community, he finds he is taking a dragon by the tail - a dragon whose talons reach well beyond LA, and even the States. Suddenly the most precious thing in Harry's life is under threat, and he will need to leave the familiarity of his home turf, alone and without backup, if he is going to stop his worst nightmare from happening.
38	Hogfather	14	0753110644	ADULT	FANTASY	CD	015	1399	0	5		N	PP	466						Read by Nigel Planer
269	Dead in the Family: A True Blood Novel	104	9780575089327	JUNIOR	DARK_ROMANCE	Hardback 320 pages	037	1499	8	10		Z	NN	799						If you think your family relationships are complicated, think again: you haven't seen anything like the ones in Bon Temps, Louisiana. Sookie Stackhouse is dealing with a whole host of family problems, ranging from her own kin (a non-human fairy and a telepathic second cousin) demanding a place in her life, to her lover Eric's vampire sire, an ancient being, who arrives with Eric's 'brother' in tow at a most inopportune moment. And Sookie's tracking down a distant relation of her ailing neighbour (and ex), Vampire Bill Compton. In addition to the multitude of family issues complicating her life, the werewolf pack of Shreveport has asked Sookie for a special favour, and since Sookie is an obliging young woman, she agrees. But this favour for the wolves has dire results for Sookie, who is still recovering from the trauma of her abduction during the Fairy War
39	Blood Pressure	27	0752871994	JUNIOR	FICTION	CD	016	1300	2	5		N	PP	433						Read by Malcolm Freeman|Aidan has it all - a happy home in leafy|suburbia with two cars parked on the|drive, and all a boy could ask for in|terms of designer labels and gadgets.|He's top of the class, captain of the|swimming team and has the gorgeous Emily|hanging on his every word. So a trip up|North with Mum to visit his dying|grandfather doesn't go down well. But it|does teach Aidan a thing or two about|real life. He's shattered to discover|his real father is a gangland drugs|dealer recently released from prison and|out to regain his scrap of turf whatever|it takes. He's surprised and confused to|find he's falling in love with the|intriguing Jade even though she's|already pregnant after a fling with one|of the bad lads who hangs out on the|estate. He's humbled by his|grandparents, how little they have, but|how much wisdom and love they offer him.|In a crackingly paced, hard-hitting,|real-life thriller, Alan Gibbons also|describes the summer of one boy who must|grow up super-fast - from hormonal to|responsible - in one huge leap of faith.
270	Void Moon	108	9781409121817	ADULT	CRIME	Hardback	038	799	1	10		Z	PP	399						A young woman finds herself caught up in a scam which may cost her the one thing she values more than her life... Cassie Black has been lured back to the criminal profession she gave up by a proposition that is just too good to miss. The job goes as planned, except that the target has too much money. It can only mean someone very powerful is going to be very angry indeed. Cassie finds herself on the run from a killer who seems to know her every move in advance. Worse still, he is closing in on the one thing Cassie will do anything to protect.	
40	Fawlty Towers: Vol 1	28	0563478187	ADULT	HUMOUR	CD	001	1299	1	5		N	OGG	433						Read by Cast|Fawlty Towers has become a landmark in|comedy history with its twelve episodes|being shown again and again on|television. It is impossible to tire of|the antics of Basil, Sybil, Polly and|the hapless Manuel. With John Cleese,|Prunella Scales, Andrew Sachs and Connie|Booth (linking narration by Andrew|Sachs).
271	Vampire Academy: Spirit Bound	110	9780141331874	JUNIOR	DARK_ROMANCE	Paperback 496 pages	003	699	9	10		Z	NN	399						Dimitri gave Rose the ultimate choice. And she made the wrong one...After a long and heartbreaking journey to Dimitri's birthplace in Siberia, Rose Hathaway has finally returned to St. Vladimir's Academy - and to her best friend, Lissa. But Rose's heart still aches for Dimitri, and she knows he's out there, somewhere. She failed to kill him when she had the chance. And now her worst fears are about to come true - Dimitri has tasted her blood, and now he is hunting her. Only this time, he won't rest until Rose joins him...forever.	
41	The Hostile Hospital: Complete and Unabridged (Series of Unfortunate Events)	29	0007161115	JUNIOR	FICTION	TAPE	017	1099	3	5		N	PP	366						Read by Tim Curry|The eighth book in the series of the|unfortunate events surrounding the lives|of the Baudelaire orphans. Before you|throw this awful audio to the ground and|run as far away from it as possible, ou|should probably know why. This audio is|the only one which describes every last|detail of the baudelaire children's|miserable stay at Heimlich Hospital,|which makes it ont of the most dreadful|audios in the world. There are many|pleasant things to listen to, but this|audio contains not one of them. Within|it are such burdensome details as a|suspiecious shop-keeper, unnecessary|surgery, an intercom system, anesthesia,|heart-shaped balloons, and some very|startling news about a fire. Clearly you|do not want to hear about such things. I|have sworn to research this story, and|to record it as best I can, so I should|know that this audio is something best|left on the ground, where you|undoubtedly found it.
272	Wolf Hall	111	9780007230204	ADULT	FICTION	Paperback 400 pages	042	899	6	10		Z	BB	499						Winner of the Man Booker Prize 2009 'Lock Cromwell in a deep dungeon in the morning,' says Thomas More, 'and when you come back that night he'll be sitting on a plush cushion eating larks' tongues, and all the gaolers will owe him money.' England, the 1520s. Henry VIII is on the throne, but has no heir. Cardinal Wolsey is his chief advisor, charged with securing the divorce the pope refuses to grant. Into this atmosphere of distrust and need comes Thomas Cromwell, first as Wolsey's clerk, and later his successor. Cromwell is a wholly original man: the son of a brutal blacksmith, a political genius, a briber, a charmer, a bully, a man with a delicate and deadly expertise in manipulating people and events. Ruthless in pursuit of his own interests, he is as ambitious in his wider politics as he is for himself. His reforming agenda is carried out in the grip of a self-interested parliament and a king who fluctuates between romantic passions and murderous rages. From one of our finest living writers, 'Wolf Hall' is that very rare thing: a truly great English novel, one that explores the intersection of individual psychology and wider politics. With a vast array of characters, and richly overflowing with incident, it peels back history to show us Tudor England as a half-made society, moulding itself with great passion, suffering and courage.	
42	The Wish List (Puffin Audiobooks)	3	0141804343	JUNIOR	FANTASY	TAPE	005	799	0	6		N	NN	266						{\rtf1\ansi\ansicpg1252\deff0{\fonttbl{\f0\fnil\fcharset0 Microsoft Sans Serif;}}|\viewkind4\uc1\pard\lang1033\f0\fs17 Read by Catherine Cusack\par|This four-cassette unabridged recording\par|of The Wish List is read by James Wilby.\par|The running time is five hours 45\par|minutes.\par| Eoin Colfer's The Wish List is\par|a bitter yet rip-roaringly funny tale of\par|two wayward teenagers on the road to\par|hell--literally. The story opens with\par|Meg Finn and Belch Brennan, two bad kids\par|on the block, breaking into a\par|pensioner's flat. At the very last\par|minute Meg reneges on the deal and tries\par|to break for freedom, leaving the aged\par|Lowrie McCall screaming with the pain\par|inflicted by Belch's bloodthirsty hound.\par|Backed into a corner by Belch and a\par|shotgun, Meg pleads with Belch to call\par|an ambulance and save the old man's\par|life. Instead he pulls the trigger and\par|in a split second of evil and madness\par|the bullet hits a gas tank and knocks\par|Meg's soul out of her skin, catapulting\par|her spirit along a vast tunnel on the\par|way to some particularly shiny, pearly\par|gates. \par| Meanwhile, Beelzebub is\par|fretting. His boss was expecting two\par|souls, and although Belch (in his new\par|incarnation as a dribbling, growling,\par|red-eyed dog-boy) took the correct turn\par|in the tunnel, he's rather miffed that\par|Meg found her way to the beautifully\par|buffed Pearlies and an interview with\par|Saint Peter and his rather complicated\par|points system. So, the archangel and the\par|demon do a deal, and Meg is given a\par|chance to redeem herself. If she fails\par|on her mission to help Lowrie McCall\par|work his way through his Wish List\par|before he dies, then she too will be\par|heading south to join the boy-band\par|members, the mime artists, Belch and the\par|world's computer boffins in fiery\par|damnation... \par| The Wish List was first\par|published in Ireland in 2000, bringing\par|with it much critical acclaim. In 2002,\par|following the enormous and well-deserved\par|success of the Artemis Fowl books, Eoin\par|Colfer's publishers decided to let the\par|rest of the world sneak a peak. And\par|about time too. Hopelessly hopeful,\par|immorally moral, rattling with the pain\par|of its anti-heroine as she faces her own\par|demons, and rib-crackingly,\par|laugh-out-loud funny, The Wish List\par|strikes an almost perfect balance\par|between good, old-fashioned scruples and\par|thoroughly modern irreverence in what is\par|ultimately, and most importantly, a darn\par|good read. Not for the faint-hearted,\par|and certainly not for those who can't\par|take a border-line sick joke every now\par|and then, The Wish List is a divinely\par|devilish tale for anyone who enjoys a\par|bucketful of grit and truck loads of\par|wisecracks with their reading material.\par|Ages 10 and over, recommended\par|particularly for older readers. --Susan\par|Harrison\par|}|
273	Vampire Academy : Blood Promise	110	9780141331867	JUNIOR	DARK_ROMANCE	Paperback 512 pages	003	699	8	10		Z	BB	399						How far will Rose go to keep a promise? The recent Strigoi attack at St. Vladimir's Academy was the deadliest ever in the school's history, claiming the lives of many. Even worse, the Strigoi took some of their victims with them - including Dimitri. He'd rather die than be one of them, and now Rose must abandon her best friend, Lissa - the one she has sworn to protect no matter what - and keep the promise Dimitri begged her to make long ago. But with everything at stake, how can she possibly destroy the person she loves most
43	Under Milk Wood (BBC Radio Collection)	30	0563388609	ADULT	DRAMA	CD	001	1299	0	5		N	OGG	433						Read by Dylan Thomas|<blockquote>To begin at the beginning:|it is spring, moonless night in the|small town, starless and bible-black,|the cobble streets silent and the|hunched, courters'-and-rabbits' wood|limping invisible down to the sloe|black, slow, black, crow black fishing|boat-bobbing sea. [...] And all the|people of the lulled and dumbfounded|town are sleeping|now.</blockquote>|Subtitled "A Play for|Voices", Dylan Thomas's best known work,|Under Milk Wood, carries the double|legacy of the author's extensive work|for radio--a medium for which, like the|very different Samuel Beckett, he had an|almost intuitive grasp--and his skill|and ability as a poet. A polyphonic|evocation of a day in the life of an|imaginary small Welsh seaside town,|Thomas's play--"a green leaved sermon on|the innocence of men"--visits in turn|the inhabitants of Llareggub (read it|backwards for the joke) while they|sleep, when they wake and go about their|daily activities, as the night falls.|Balancing a rhythmic, densely poetic|language with a nuanced ear for the|musical cadences of speech, the play's|gentle, affectionate charm and humour|resonate to create a deeply textured|portrait of a community responding|almost mythically to the awakening of|spring.|The introduction to this new|edition details the book's slow genesis|and reveals a more serious aspect of|Thomas's creation--it was composed in|part as a response to the terrible|inheritance of World War II--in which|the affirmative, redemptive cast of the|play carries a moral dimension, an|imaginative, lyrical empathy for the|regenerative innocence of the average|human being and their capacity for|grace. Llareggub becomes a space in|which eccentricity is tolerated, sin is|forgiven and love is nurtured--or at|least dreamt about and possible. Thomas|has a democratic compassion for the|small dramas of the everyday and a|belief that what is commonplace unites|us, all underscored by the|transformative power of the language he|bestows on each inhabitant. His|characters--Captain Cat, Myfanwy Price,|Organ Morgan, Willy Nilly the Postman,|Polly Garter, Dai Bread, and|others--generously animated and blessed|by their author, have entered many|people's affection and literary memory.|In this light, it is easy to see why|Under Milk Wood has remained one of the|best-loved works of the 20th century and|one of the great plays for radio.|--Burhan Tufail
274	A Place of Greater Safety	111	9780007354849	ADULT	FICTION	Paperback	043	999	2	10		Z	NN	499						A spellbinding, epic novel which recounts the events between the fall of the Ancient Regime and the peak of the Terror, as seen through the eyes of the French Revolution's three protagonists – Georges-Jacques Danton, Maximilien Robespierre and Camille Desmoulins, men whose mix of ambition, idealism, and ego helped unleash the darker side of the Revolution's ideals and brought them eventually to their own tragic ends. Critically acclaimed upon first publication, 'A Place of Greater Safety' is one of Mantel's most celebrated works of fiction.	
44	Perfect Match	31	1740948912	ADULT	FICTION	CD	018	2299	4	5		N	NN	919						Read by Nancy Black
275	Shadow Kiss : Vampire Academy	110	9780141328553	JUNIOR	DARK_ROMANCE	Paperback 468 pages	003	699	3	10		Z	PP	399						It's springtime at St. Vladimir's Academy and Rose is close to graduation, but since making her first Strigoi kills, things haven't felt quite right. She's having dark thoughts, behaving erratically, and worst of all ...might be seeing ghosts. Consumed by her forbidden love with her tutor Dimitri and protecting her best friend, the Moroi princess Lissa, Rose is in no state to see the deadly threat that will change her entire world - and make her choose between the two people she loves most.	
45	The Hostile Hospital: Complete and Unabridged (Series of Unfortunate Events)	29	0007161123	JUNIOR	FICTION	CD	017	1300	3	5		N	NN	433						Read by Tim Curry|The eighth book in the series of the|unfortunate events surrounding the lives|of the Baudelaire orphans. Before you|throw this awful audio to the ground and|run as far away from it as possible, ou|should probably know why. This audio is|the only one which describes every last|detail of the baudelaire children's|miserable stay at Heimlich Hospital,|which makes it ont of the most dreadful|audios in the world. There are many|pleasant things to listen to, but this|audio contains not one of them. Within|it are such burdensome details as a|suspiecious shop-keeper, unnecessary|surgery, an intercom system, anesthesia,|heart-shaped balloons, and some very|startling news about a fire. Clearly you|do not want to hear about such things. I|have sworn to research this story, and|to record it as best I can, so I should|know that this audio is something best|left on the ground, where you|undoubtedly found it.
276	The White Queen	112	9781847394644	ADULT	FICTION	Paperback 400 pages	044	799	2	10		Z	BB	399						Internationally bestselling author Philippa Gregory brings the tumult and intrigue of The Wars of the Roses to vivid life through the women of the House of Lancaster and the House of York, beginning with the story of Elizabeth Woodville, the White Queen. A woman who won the love of a king and ascended to royalty by virtue of her beauty, Elizabeth fought tenaciously for the success of her family -- her daughter who would one day unite the warring dynasties, and her two sons whose eventual fate has confounded historians for centuries: the Princes in the Tower. An active player in the power struggles that surrounded her, she made hard and courageous choices, always trying to protect those whom she loved. Informed by impeccable research and framed by her inimitable storytelling skills, Philippa Gregory gives an unforgettable voice to an extraordinary woman at the heart of a devastating conflict.	
46	The Sunday Philosophy School	2	075311934X	ADULT	FICTION	CD	015	3195	4	5		N	BB	1597						Read by Alexander McCall Smith
277	Frostbite : Vampire Academy	110	9780141328546	JUNIOR	DARK_ROMANCE	Paperback 363 pages	003	699	2	10		Z	BB	399						It's winter break at St Vladimir's, and a massive Strigoi vampire attack has put the school on high alert. This year's trip away from the academy to the wintery peaks of Idaho has suddenly become mandatory. But Rose's troubles seem to follow her wherever she goes - dealing with the pain of knowing that her relationship with her tutor Dimitri can never be, things get even more complicated when one of her closest friends admits his feelings for her. The glittering winter landscape may create the illusion of safety but Rose - and her heart - are in more danger than she ever could have imagined...	
47	Harry Potter and the Goblet of Fire (Book 4 - Unabridged 14 Audio Cassette Set)	6	1855494787	JUNIOR	FANTASY	TAPE	001	4999	10	5	0	N	NN	2499						Read by Stephen Fry|Harry Potter and the Goblet of Fire is|the long-awaited, heavily hyped fourth|instalment of a phenomenally successful|series that has captured the imagination|of millions of readers, young and old,|across the globe. For J K Rowling the|pressure is certainly on to continue to|come up with thrilling, pacey storylines|that allow her hero to mature into a|young man without detracting from the|magical secret that has made Harry into|a superstar. In this book, the teenage|Harry has a certain gawky charm that|fits well with his advancing|adolescence. As the story moves on,|Harry too moves on to a new level of|maturity that leaves the reader|wondering how he will learn from his|experiences, and liking him all the more|as a character. | Once returned to|Hogwarts after his summer holiday with|the dreadful Dursleys and an|extraordinary outing to the Quidditch|World Cup, the 14-year-old Harry and his|fellow pupils are enraptured by the|promise of the Triwizard Tournament: an|ancient, ritualistic tournament that|brings Hogwarts together with two other|schools of wizardry--Durmstrang and|Beauxbatons--in heated competition. But|when Harry's name is pulled from the|Goblet of Fire, and he is chosen to|champion Hogwarts in the tournament, the|trouble really begins. Still reeling|from the effects of a terrifying|nightmare that has left him shaken, and|with the lightning-shaped scar on his|head throbbing with pain (a sure sign|that the evil Voldemort, Harry's sworn|enemy, is close), Harry becomes at once|the most popular boy in school. Yet,|despite his fame, he is totally|unprepared for the furore that follows.|| This is a hefty volume: 636 pages, of|which probably at least 200 could have|been cut without detracting from the|story. The weight and complexity of the|book is perhaps a hint that Rowling now|has her eye sharply focused on her adult|audience, and the average child-reader|(particularly one who is coming to Harry|Potter for the first time) may well find|its girth daunting. Rowling's ironic and|pointed observations on tabloid|journalism and the nature of media hype|is just one of the references littered|through the book that will tickle the|grown-ups but may well fly over the|heads of her young fans.|However, after|a slow start, Harry Potter and the|Goblet of Fire really starts to sparkle|halfway through with Rowling's familiar|magic (and yes, there is a death--sudden|and tragic--and yes, Harry does start to|notice girls). The crux of this story,|however, is Harry's gradual|coming-of-age and his handling of the|increasingly determined threats to his|own life.| This book is pivotal, not|just for the author for whom the heat is|well and truly on, but for Harry and his|readers who, by the last chapter, are|left in little doubt that there is much|more to come. (Ages 10 to adult) --Susan|Harrison
278	The Other Boleyn Girl	112	9780006514008	ADULT	FICTION	Paperback 544 pages	004	799	7	10		Z	OGG	399						Fabulous historical novel set in the court of King Henry VIII. Mary Boleyn attracts the attention of the young king and becomes his mistress; when he tires of her, she sets out to school her sister, Anne, as a replacement. Politics and passion are inextricably bound together in this compelling drama. The Boleyn family is keen to rise through the ranks of society, and what better way to attract the attention of the most powerful in the land than to place their most beautiful young woman at court? But Mary becomes the king's mistress at a time of change. He needs his personal pleasures, but he also needs an heir. The unthinkable happens and the course of English history is irrevocably changed. For the women at the heart of the storm, they have only one weapon; and when it's no longer enough to be the mistress, Mary must groom her younger sister in the ways of the king. What happens next is common knowledge -- but here it is told in a way we've never heard it before, with all of Philippa Gregory's characteristic perceptiveness, backed by meticulous research and superb storytelling skills.	
48	Dirty Beasts: Unabridged (Puffin Audiobooks)	11	0140868305	JUNIOR	FICTION	TAPE	010	499	2	5		N	PP	166						Read by Pam Ferris|This collection of poems introduces a|menagerie of comic animals. Meet the|poor toad that jumps to France - at his|own peril; the pig who ponders on the|meaning of life; the anteater who gets|the wrong end of the stick; and the|porcupine with it's painful prickles.
279	Vampire Academy	110	9780141328522	JUNIOR	DARK_ROMANCE	Paperback 336 pages	003	699	8	10		Z	PP	399						St Vladimir's Academy isn't just any boarding school - hidden away, it's a place where vampires are educated in the ways of magic and half-human teens train to protect them. Rose Hathaway is a Dhampir, a bodyguard for her best friend Lissa, a Moroi Vampire Princess. They've been on the run, but now they're being dragged back to St Vladimir's where the girls must survive a world of forbidden romances, a ruthless social scene and terrifying night time rituals. But most of all, staying alive.	
49	Jingo	14	0552146846	ADULT	FANTASY	TAPE	008	999	3	5		N	NN	333						Read by Tony Robinson|Jingo is the 20th of Pratchett's|Discworld novels, and the fourth to|feature the  City Guard of Ankh-Morpork.|As Jingo begins, an island suddenly|rises between Ankh- Morpork and|Al-Khali, capital of Klatch. Both cities|claim it. Lord Vetinari, the Patrician,|has  failed to convince the Ruling|Council that force is a bad idea,|despite reminding them that they  have|no army--"I believe one of those is|generally considered vital to the|successful  prosecution of a war."|Samuel Vimes, Commander of the City|Watch, has to find out who  shot the|Klatchian envoy, Prince Khufurah, and|set fire to their embassy, before war|breaks out. | Pratchett's characters are|both sympathetic and outrageously|entertaining, from Captain Carrot,  who|always finds the best in people and puts|it to work playing football, to Sergeant|Colon and  his sidekick, Corporal Nobbs,|who have "an ability to get out of their|depth on a wet  pavement". Then there is|the mysterious D'reg, 71-hour Ahmed.|What is his part in all this,  and why|71 hours? Anyone who doesn't mind|laughing themselves silly at the idiocy|of people in  general and governments in|particular will enjoy Jingo. --Nona Vero
280	At Home : A Short History of Private Life	91	9780385608275	ADULT	HUMOUR	Hardback 544 pages	045	2000	2	10		Z	NN	1099						In "At Home", Bill Bryson applies the same irrepressible curiosity, irresistible wit, stylish prose and masterful storytelling that made "A Short History of Nearly Everything" one of the most lauded books of the last decade, and delivers one of the most entertaining and illuminating books ever written about the history of the way we live. Bill Bryson was struck one day by the thought that we devote a lot more time to studying the battles and wars of history than to considering what history really consists of: centuries of people quietly going about their daily business - eating, sleeping and merely endeavouring to get more comfortable. And that most of the key discoveries for humankind can be found in the very fabric of the houses in which we live. This inspired him to start a journey around his own house, an old rectory in Norfolk, wandering from room to room considering how the ordinary things in life came to be. Along the way he did a prodigious amount of research on the history of anything and everything, from architecture to electricity, from food preservation to epidemics, from the spice trade to the Eiffel Tower, from crinolines to toilets; and on the brilliant, creative and often eccentric minds behind them. And he discovered that, although there may seem to be nothing as unremarkable as our domestic lives, there is a huge amount of history, interest and excitement - and even a little danger - lurking in the corners of every home.	
50	Tales from the Perilous Realm: "Farmer Giles of Ham", "Smith of Wootton Major", "The Adventures of Tom Bombadil", "Leaf by Niggle" (BBC Radio Collection)	4	0563528087	ADULT	FANTASY	CD	001	1599	0	5		N	BB	533						Read by Cast|A radio dramatization of four Tolkien|stories - "Farmer Giles of Ham", "Smith|of Wootton Major", "The Adventures of|Tom Bombadil", and "Leaf by Niggle". The|cast is headed by Michael Hordern, Brian|Blessed and Nigel Planer.
281	The Girl Who Kicked the Hornets' Nest	102	9781849162746	ADULT	FICTION	Paperback 696 pages	035	799	6	10		Z	NN	399						Salander is plotting her revenge - against the man who tried to kill her, and against the government institutions that very nearly destroyed her life. But it is not going to be a straightforward campaign. After taking a bullet to the head, Salander is under close supervision in Intensive Care, and is set to face trial for three murders and one attempted murder on her eventual release. With the help of journalist Mikael Blomkvist and his researchers at Millennium magazine, Salander must not only prove her innocence, but identify and denounce the corrupt politicians that have allowed the vulnerable to become victims of abuse and violence. Once a victim herself, Salander is now ready to fight back.	
51	The Supernaturalist	3	014180534X	JUNIOR	FANTASY	CD	003	1300	4	5		N	PP	433						Read by Eoin Colfer|Taking a break from his wildly|successful Artemis Fowl series, Eoin|Colfer delivers another punchy, superbly|readable novel with all of the trademark|qualities that have earned him so many|fans. The Supernaturalist is inventive,|dramatic, delicately witty and|positively hip. |   Satellite City, a|vast twenty-five million people plus|satellite-controlled metropolis in the|third millennium, is home to Cosmo Hill.|This 14-year-old orphan, a "no sponsor",|inhabits--or rather "survives" in--an|orphanage called the Clarissa Frayne|Institute for Parentally Challenged|Boys. There are only three ways out of|such a miserable establishment:|adoption, death or escape. The average|life expectancy is 15 years. Cosmo has a|year left. At best. |   When his chance|comes to escape during a transportation|crash, Cosmo grabs it and flees into the|unknown city. But he is tracked by a|zealous guard and falls from a tall|building. Accidentally, of course. As|Cosmo's life force ebbs away, apparently|sucked out by a strange blue parasite,|he is rescued by a motley crew of kids.|They're on a mission, and Cosmo is|drafted in to help them. It's a whole|new dangerous beginning&#133;|   Colfer|has carved out a funky little genre all|on his own: he writes exciting|adventures that are funny and|futuristic, page-turning and realistic.|They're not fantasy, but his books are|fantastical. They've got a bit of magic|about them, without being overtly|magical in the Harry Potter sense. |  |Artemis Fowl has been described as|"<i>Die Hard</i> with fairies". The|Supernaturalist is heralded as The|Matrix meets Ghostbusters. Colfer has a|golden touch at the moment and this is|another priceless nugget. Suitable for|ages 10 and over. --John McLay
282	A Short History of Nearly Everything	91	9780552997041	ADULT	HUMOUR	Paperback 688 pages	046	999	3	10		Z	BB	499						Bill Bryson describes himself as a reluctant traveller: but even when he stays safely in his own study at home, he can't contain his curiosity about the world around him. A Short History of Nearly Everything is his quest to find out everything that has happened from the Big Bang to the rise of civilization - how we got from there, being nothing at all, to here, being us. Bill Bryson's challenge is to take subjects that normally bore the pants off most of us, like geology, chemistry and particle physics, and see if there isn't some way to render them comprehensible to people who have never thought they could be interested in science. It's not so much about what we know, as about how we know what we know. How do we know what is in the centre of the Earth, or what a black hole is, or where the continents were 600 million years ago? How did anyone ever figure these things out? On his travels through time and space, he encounters a splendid collection of astonishingly eccentric, competitive, obsessive and foolish scientists, like the painfully shy Henry Cavendish who worked out many conundrums like how much the Earth weighed, but never bothered to tell anybody about many of his findings. In the company of such extraordinary people, Bill Bryson takes us with him on the ultimate eye-opening journey, and reveals the world in a way most of us have never seen it before.	
52	James and the Giant Peach	11	0141805889	JUNIOR	FICTION	CD	003	1300	0	5		N	BB	433						Read by Andrew Sachs|James has lived with his two beastly|aunts ever since the day his parents|were eaten up outside London Zoo by an|angry escaped rhinoceros. Aunt Sponge|and Aunt Spiker are really horrible|people. They make James do all the hard|work and make his life a misery. Then|something very peculiar happens.
283	One Day	113	9780340896983	ADULT	FICTION	Paperback 448 pages	047	799	6	10		Z	NN	399						'I can imagine you at forty,' she said, a hint of malice in her voice. 'I can picture it right now.' He smiled without opening his eyes. 'Go on then.' 15th July 1988. Emma and Dexter meet for the first time on the night of their graduation. Tomorrow they must go their separate ways. So where will they be on this one day next year? And the year after that? And every year that follows? Twenty years, two people, ONE DAY. From the author of the massive bestseller STARTER FOR TEN.	
53	The Legend of Spud Murphy	3	0141805382	JUNIOR	FANTASY	TAPE	010	599	4	5		N	OGG	199						Read by Ardal O'Hanlon|During the hoidays, Will and his big|brother Marty are packed off to the|library, the home of the dreaded|librarian Spud Murphy, who uses a spud|gun on kids who put a foot wrong.|Eventually, Will and Marty discover a|love of books and that Mrs Murphy isn't|so bad after all.
284	Starter for Ten	113	9780340734872	ADULT	FICTION	Paperback 496 pages	047	799	8	10		Z	NN	399						It's 1985 and Brian Jackson has arrived at university with a burning ambition - to make it onto TV's foremost general knowledge quiz. But no sooner has he embarked on 'The Challenge' than he finds himself falling hopelessly in love with his teammate, the beautiful and charismatic would-be actress, Alice Harbinson. When Alice fails to fall for his slightly over-eager charms, Brian comes up with a foolproof plan to capture her heart once and for all. He's going to win the game, at any cost, because - after all - everyone knows that what a woman really wants from a man is a comprehensive grasp of general knowledge...Starter for Ten is a comedy about love, class, growing-up and the all-important difference between knowledge and wisdom. Are you up to the challenge of the funniest novel in years?	
54	The Magic Finger: Unabridged (Puffin Audiobooks)	11	0140868313	JUNIOR	FICTION	TAPE	010	499	3	5		N	NN	166						Read by Helen Lederer|The little girl in this story is|unusual. When someone makes her angry,|and when she just can't stop herself,|she zaps a punishment on them with a|magic, flashing finger.
285	A Week in December	57	9780091931506	ADULT	FICTION	Paperback 400 pages	048	1299	9	10		Z	PP	699						London, the week before Christmas, 2007. Over seven days, we follow the lives of seven major characters: a hedge fund manager trying to bring off the biggest trade of his career; a professional footballer recently arrived from Poland; a young lawyer with little work and too much time to speculate; a student who has been led astray by Islamist theory; a hack book-reviewer; a schoolboy hooked on skunk and reality TV; and, a Tube train driver whose Circle Line train joins these and countless other lives together in a daily loop. With daring skill, the novel pieces together the complex patterns and crossings of modern urban life. Greed, the dehumanising effects of the electronic age and the fragmentation of society are some of the themes dealt with in this savagely humorous book. The writing on the wall appears in letters ten feet high, but the characters refuse to see it - and party on as though tomorrow is a dream. Sebastian Faulks probes not only the self-deceptions of this intensely realised group of people, but their hopes and loves as well. As the novel moves to its gripping climax, they are forced, one by one, to confront the true nature of the world they inhabit.	
55	Barry Trotter and the Shameless Parody	32	0752860828	ADULT	FANTASY	TAPE	016	1300	0	5		N	NN	433						Read by Christopher Cazenove|BARRY TROTTER AND THE SHAMELESS PARODY|is an incisive and hilarious parody of|the Harry Potter phenomenon. There are|slyly affectionate digs at the books|themselves but Gerber's main scorn is|directed at the monster that the Harry|Potter franchise has become. The book|has a creative energy all its own|introducing characters and a hilarious|take on magic that even J.K Rowling|might appreciate.
286	Assegai	114	9780330452472	ADULT	FICTION	Paperback 672 pages	049	799	7	10		Z	PP	399						It is 1913 and ex-soldier turned professional big game hunter, Leon Courtney, is in British East Africa guiding rich and powerful men from America and Europe on safaris in the Masai tribe territories. One of his clients, German industrialist Count Otto von Meerbach, has a company which builds aircraft and vehicles for the Kaiser's burgeoning army. But Leon had not bargained for falling passionately in love with Eva, the Count's beautiful and enigmatic mistress. Just prior to the outbreak of World War I, Leon is recruited by his uncle, Penrod Ballantyne, Commander of the British Forces in East Africa , to gather information from von Meerbach. He stumbles on a plot against the British involving the disenchanted survivors of the Boer War, but it is only when Eva and von Meerbach return to Africa that Leon finds out who and what is really behind the conspiracy. 'A Rider Haggard for our times' - "Financial Times".	
56	A Midsummer Night's Dream: Performed by Warren Mitchell and Cast (Classic Drama S.)	33	9626341505	ADULT	DRAMA	CD	012	1399	0	5		N	PP	466						Read by Michael Maloney|This dramatization of Shakespeare's|comedy features a cast who have|performed the play for the Royal|Shakespeare Company and other major|theatre companies. The production|features music from Purcell's "Fairy|Queen". The cast includes Karen Archer,|Jack Ellis, David Timson and Cathy Sara.
