14617*64800*001	1130	DONE		2	FREE	0	14617	7		319|73|248|171|331|254	1|1|2|2|1|2	799|499|799|1099|449.25|699	Z|N|N|N|Z|Z	1|1|1|1|1|1	||||PENGUIN1	0|17.5|17.5|17.5|0|0
14776*27428*001	1618	DONE		1	FIRST	599	14776	1		332	1	799	Z	1		0
14927*69867*001	64	DONE		2	FREE	0	14929	3		81|128|205|315|61|298|4|333	1|1|2|2|1|1|1|2	1499|4500|999|799|1099|699|599|799	N|N|N|Z|N|Z|N|Z	1|1|1|1|1|1|1|1		17.5|17.5|17.5|0|17.5|0|17.5|0
14939*48597*001	2470	DONE		1	FREE	0	14944	6		336|322|185|176|95|41|240	2|1|2|2|2|1|2	799|699|9095|1099|999|1099|1595	Z|Z|N|N|N|N|N	1|1|1|1|1|1|1		0|0|17.5|17.5|17.5|17.5|17.5
15002*52142*001	2948	DONE		2	FREE	0	15008	8		74|70|214|220	1|1|2|2	599|1299|1499|1499	N|N|N|N	1|1|1|1		17.5|17.5|17.5|17.5
15007*40336*001	342	DONE		2	FIRST	599	15008	8		248|285|187	2|1|1	799|1299|799	N|Z|N	1|1|1		17.5|0|17.5
15147*59232*001	3578	DONE		1	FIRST	599	15147	1		113	2	1599	N	1		17.5
15173*69760*001	1175	DONE		1	FIRST	599	15179	6		212|232|297	1|1|2	1499|1699|699	N|N|Z	1|1|1		17.5|17.5|0
15195*29530*001	582	DONE		2	FREE	0	15196	7		259|83|152|127|131|94	1|2|2|2|1|2	799|1099|499|2499|1699|499	Z|N|N|N|N|N	1|1|1|1|1|1		0|17.5|17.5|17.5|17.5|17.5
15197*46850*001	1873	DONE		1	FREE	0	15197	6		225|252|40|135|346	1|1|1|2|1	1499|799|1299|899|799	N|Z|N|N|Z	1|1|1|1|1		17.5|0|17.5|17.5|0
15233*48600*001	1670	DONE		1	FREE	0	15234	4		126|116|305	1|1|2	499|6500|699	N|N|Z	1|1|1		17.5|17.5|0
15245*57744*001	2236	DONE		1	FREE	0	15249	9		199|274|215|159|151|349|198|17	1|1|2|1|1|2|2|2	4950|999|1300|2199|1399|899|1499|899	N|Z|N|N|N|Z|N|N	1|1|1|1|1|1|1|1		17.5|0|17.5|17.5|17.5|0|17.5|17.5
15339*41076*001	1109	DONE		1	FREE	0	15340	9		229|131|324|160|88|292	1|2|1|2|1|1	699|1699|599|1399|1099|399.5	N|N|Z|N|N|Z	1|1|1|1|1|1	|||||PRATCHETT1	17.5|17.5|0|17.5|17.5|0
15361*56988*001	1132	DONE		2	FREE	0	15366	1		326|231|80|82	2|2|1|1	599.25|899|923|1999	Z|N|N|N	1|1|1|1	PENGUIN1	0|17.5|17.5|17.5
14712*60300*001	510	DONE		2	FREE	0	14718	9		229|38|5|303|274|142|106|78	2|1|2|1|2|2|1|2	699|1399|1099|899|999|1300|1399|1499	N|N|N|Z|Z|N|N|N	1|1|1|1|1|1|1|1		17.5|17.5|17.5|0|0|17.5|17.5|17.5
14998*50724*001	2634	DONE		1	FREE	0	14999	8		102|224|199|257|61	1|1|1|1|1	4195|1399|4950|799|1099	N|N|N|Z|N	1|1|1|1|1		17.5|17.5|17.5|0|17.5
15051*68880*001	3163	DONE		2	FREE	0	15053	2		292|222|133|202|328|53|200	2|1|1|1|2|1|2	399.5|1099|1599|1300|599|599|299	Z|N|N|N|Z|N|N	1|1|1|1|1|1|1	PRATCHETT1	0|17.5|17.5|17.5|0|17.5|17.5
15141*54978*001	1700	DONE		2	FREE	0	15144	5		249|213|75|331	1|2|2|1	1251|1999|1499|449.25	N|N|N|Z	1|1|1|1	|||PENGUIN1	17.5|17.5|17.5|0
15216*37100*001	2327	DONE		1	FREE	0	15222	2		253|135|107|348|298	1|2|1|2|2	699|899|1699|799|699	Z|N|N|Z|Z	1|1|1|1|1		0|17.5|17.5|0|0
15400*31884*001	1227	DONE		1	FIRST	599	15404	8		101|92	1|2	899|1499	N|N	1|1		17.5|17.5
14417*64200*001	108	DONE		2	FREE	0	14423	5		63|200|18|294|54|137|104	2|1|1|2|1|1|1	1699|299|1099|399.5|499|1599|599	N|N|N|Z|N|N|N	1|1|1|1|1|1|1	|||PRATCHETT1	17.5|17.5|17.5|0|17.5|17.5|17.5
14463*42216*001	408	DONE		2	FREE	0	14464	3		241|185|65|301	2|2|1|1	8995|9095|2499|699	N|N|N|Z	1|1|1|1		17.5|17.5|17.5|0
14603*48594*001	602	DONE		2	FREE	0	14608	8		9|255|162	2|1|2	1499|799|923	N|Z|N	1|1|1		17.5|0|17.5
14643*35600*001	634	DONE		2	FIRST	599	14648	4		337|15|35	1|1|1	799|1300|799	Z|N|N	1|1|1		0|17.5|17.5
14790*34112*001	340	DONE		2	FIRST	599	14790	5		268	1	1899	Z	1		0
14805*63225*001	943	DONE		1	FREE	0	14811	4		236|184|106|162|235|328|152	2|1|1|2|2|2|1	7999|1300|1399|923|1899|599|499	N|N|N|N|N|Z|N	1|1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|0|17.5
14862*59778*001	1345	DONE		2	FIRST	599	14864	4		203	1	1699	N	1		17.5
14898*50724*001	2127	DONE		2	FREE	0	14901	1		270|315|169|244|251|177|33	2|2|2|1|1|1|2	799|799|1099|1599|799|1499|1300	Z|Z|N|N|Z|N|N	1|1|1|1|1|1|1		0|0|17.5|17.5|0|17.5|17.5
14925*43024*001	1046	DONE		2	FREE	0	14931	3		143|257|111|204|288	1|1|1|2|2	1599|799|1499|1299|799	N|Z|N|N|Z	1|1|1|1|1		17.5|0|17.5|17.5|0
14996*36544*001	2893	DONE		1	FREE	0	15001	6		274|140|74|216	2|1|1|1	999|1499|599|1499	Z|N|N|N	1|1|1|1		0|17.5|17.5|17.5
15143*53676*001	1229	DONE		1	FREE	0	15146	5		317|302|350|337	2|2|1|2	699|699|899|799	Z|Z|Z|Z	1|1|1|1		0|0|0|0
15226*37404*001	4042	DONE		2	FREE	0	15226	6		98|326|345|7	1|2|1|2	899|599.25|699|1299	N|Z|Z|N	1|1|1|1	|PENGUIN1	17.5|0|0|17.5
15255*60976*001	618	DONE		2	FREE	0	15259	5		206|112|255	2|2|1	1499|1399|799	N|N|Z	1|1|1		17.5|17.5|0
15327*27405*001	3640	DONE		1	FIRST	599	15327	1		299	1	499	Z	1		0
15387*57600*001	721	DONE		2	FREE	0	15393	2		134|139|30|159|192	2|2|2|1|1	699|1099|499|2199|1499	N|N|N|N|N	1|1|1|1|1		17.5|17.5|17.5|17.5|17.5
14562*71995*001	551	DONE		1	FREE	0	14566	4		50|108|319|288	2|1|2|2	1599|1499|799|799	N|N|Z|Z	1|1|1|1		17.5|17.5|0|0
14753*35226*001	667	DONE		2	FREE	0	14755	7		305|24|122|90|11|31|100	2|1|1|1|1|1|2	699|1499|1599|1399|1499|1976|1599	Z|N|N|N|N|N|N	1|1|1|1|1|1|1		0|17.5|17.5|17.5|17.5|17.5|17.5
14877*43506*001	2249	DONE		1	FREE	0	14880	5		250|119|144|10|247	2|1|2|1|1	1499|1599|1299|2199|1099	N|N|N|N|N	1|1|1|1|1		17.5|17.5|17.5|17.5|17.5
14947*35592*001	1095	DONE		2	FREE	0	14950	3		345|210|89|69|103|70|300	2|1|2|1|2|1|2	699|799|1299|1599|1599|1299|599	Z|N|N|N|N|N|Z	1|1|1|1|1|1|1		0|17.5|17.5|17.5|17.5|17.5|0
15219*41654*001	1115	DONE		1	FREE	0	15221	1		18|270|344|305|251|235	2|2|2|1|1|2	1099|799|599.25|699|799|1899	N|Z|Z|Z|Z|N	1|1|1|1|1|1	||PENGUIN1	17.5|0|0|0|0|17.5
15335*63126*001	2375	DONE		1	FREE	0	15336	4		323|206|268|345|9|296|233|334|121	2|1|2|1|2|1|2|1|2	699|1499|1899|699|1499|699|1099|799|1300	Z|N|Z|Z|N|Z|N|Z|N	1|1|1|1|1|1|1|1|1		0|17.5|0|0|17.5|0|17.5|0|17.5
14631*71988*001	1228	DONE		1	FREE	0	14632	9		275|57|49|31|47|98|332|234|111	1|1|2|1|1|1|2|2|1	699|1300|999|1976|4999|899|799|899|1499	Z|N|N|N|N|N|Z|N|N	1|1|1|1|1|1|1|1|1		0|17.5|17.5|17.5|17.5|17.5|0|17.5|17.5
14938*31884*001	1645	DONE		1	FREE	0	14939	4		348|21|47|146|182|237	1|1|1|1|1|2	799|1599|4999|999|1099|1400	Z|N|N|N|N|N	1|1|1|1|1|1		0|17.5|17.5|17.5|17.5|17.5
15013*30213*001	3018	DONE		1	FIRST	599	15017	6		4|70|200	2|1|1	599|1299|299	N|N|N	1|1|1		17.5|17.5|17.5
15036*28320*001	1487	DONE		2	FREE	0	15036	1		29|172	2|2	1099|1999	N|N	1|1		17.5|17.5
15058*55380*001	3006	DONE		1	FIRST	599	15064	5		315|164	2|2	799|1099	Z|N	1|1		0|17.5
15055*67452*001	2815	DONE		2	FREE	0	15055	1		236|91|345|156|278|139|14|302	2|1|1|2|1|2|1|1	7999|1499|699|1499|799|1099|1099|699	N|N|Z|N|Z|N|N|Z	1|1|1|1|1|1|1|1		17.5|17.5|0|17.5|0|17.5|17.5|0
15135*29454*001	1628	DONE		2	FREE	0	15137	9		27|337|53|296|43|291|39|226	1|1|1|2|1|1|2|2	899|799|599|699|1299|399.5|1300|799	N|Z|N|Z|N|Z|N|N	1|1|1|1|1|1|1|1	|||||PRATCHETT1	17.5|0|17.5|0|17.5|0|17.5|17.5
15343*36679*001	1801	DONE		2	FREE	0	15344	7		316|90|136|162|183|48|39|177|322	1|2|1|1|1|1|2|1|1	799|1399|799|923|1999|499|1300|1499|699	Z|N|N|N|N|N|N|N|Z	1|1|1|1|1|1|1|1|1		0|17.5|17.5|17.5|17.5|17.5|17.5|17.5|0
15365*51690*001	1972	DONE		1	FIRST	599	15366	1		244|331	2|2	1599|449.25	N|Z	1|1	|PENGUIN1	17.5|0
15371*37562*001	2409	DONE		2	FIRST	599	15374	9		247|259	2|2	1099|799	N|Z	1|1		17.5|0
14599*35226*001	1006	DONE		1	FREE	0	14605	1		206|56|77|297|112|247|17	1|1|2|1|1|1|2	1499|1399|499|699|1399|1099|899	N|N|N|Z|N|N|N	1|1|1|1|1|1|1		17.5|17.5|17.5|0|17.5|17.5|17.5
14666*38200*001	1385	DONE		2	FREE	0	14667	8		240|267|82|22|43	1|1|1|2|1	1595|699|1999|2699|1299	N|Z|N|N|N	1|1|1|1|1		17.5|0|17.5|17.5|17.5
14709*53280*001	1561	DONE		2	FREE	0	14709	2		166|221|172	2|1|2	1699|5399|1999	N|N|N	1|1|1		17.5|17.5|17.5
14875*64200*001	2032	DONE		1	FREE	0	14880	9		62|332|309	2|2|1	1599|799|699	N|Z|Z	1|1|1		17.5|0|0
14957*43386*001	2581	DONE		2	FIRST	599	14961	7		24|317|157	1|1|2	1499|699|1300	N|Z|N	1|1|1		17.5|0|17.5
14946*35796*001	1039	DONE		1	FREE	0	14948	3		217|325|64|207|238|294|306|229	2|2|2|2|2|2|2|1	1499|374.25|1699|799|1099|399.5|699|699	N|Z|N|N|N|Z|Z|N	1|1|1|1|1|1|1|1	|PENGUIN1||||PRATCHETT1	17.5|0|17.5|17.5|17.5|0|0|17.5
14987*34832*001	515	DONE		2	FREE	0	14989	1		234|287|172|42|235|104|246|219|235	1|2|2|1|2|2|1|2|1	899|799|1999|799|1899|599|1299|1999|1899	N|Z|N|N|N|N|N|N|N	1|1|1|1|1|1|1|1|1		17.5|0|17.5|17.5|17.5|17.5|17.5|17.5|17.5
15013*31884*001	2716	DONE		1	FIRST	599	15015	5		8|276	2|2	899|799	N|Z	1|1		17.5|0
15124*58620*001	3232	DONE		2	FREE	0	15127	4		71|60|269|77|63|232	2|2|1|2|2|2	1099|499|1499|499|1699|1699	N|N|Z|N|N|N	1|1|1|1|1|1		17.5|17.5|0|17.5|17.5|17.5
15157*29454*001	2281	DONE		1	FREE	0	15163	4		228|247|36|190	2|2|2|1	799|1099|1699|999	N|N|N|N	1|1|1|1		17.5|17.5|17.5|17.5
15194*65902*001	687	DONE		2	FIRST	599	15194	8		149|350|166	2|1|1	999|899|1699	N|Z|N	1|1|1		17.5|0|17.5
15208*52400*001	3904	DONE		2	FREE	0	15209	9		144|208|336|11|72|60	1|2|1|2|1|1	1299|1499|799|1499|899|499	N|N|Z|N|N|N	1|1|1|1|1|1		17.5|17.5|0|17.5|17.5|17.5
15290*60848*001	1909	DONE		1	FIRST	599	15290	8		171|145	2|1	1099|1999	N|N	1|1		17.5|17.5
15317*25641*001	3224	DONE		2	FREE	0	15323	3		161|5|158	2|1|1	1299|1099|1599	N|N|N	1|1|1		17.5|17.5|17.5
15337*29169*001	718	DONE		1	FREE	0	15343	1		8|259|295|252|50|198|31|150	1|2|1|1|1|1|2|1	899|799|1299|799|1599|1499|1976|6500	N|Z|Z|Z|N|N|N|N	1|1|1|1|1|1|1|1		17.5|0|0|0|17.5|17.5|17.5|17.5
15338*34020*001	4568	DONE		1	FREE	0	15341	8		338|78|230|194|87	1|1|2|1|1	374.25|1499|1499|599|499	Z|N|N|N|N	1|1|1|1|1	PENGUIN1	0|17.5|17.5|17.5|17.5
15358*42300*001	3542	DONE		1	FREE	0	15362	2		303|129|302|190	2|1|2|2	899|1499|699|999	Z|N|Z|N	1|1|1|1		0|17.5|0|17.5
14480*71994*001	517	DONE		2	FIRST	599	14482	8		25|307|94|262	1|2|1|2	1099|699|499|699	N|Z|N|Z	1|1|1|1		17.5|0|17.5|0
14631*35226*001	1222	DONE		2	FREE	0	14637	7		299|111|39|80	2|2|2|1	499|1499|1300|923	Z|N|N|N	1|1|1|1		0|17.5|17.5|17.5
14869*29100*001	266	DONE		2	FIRST	599	14872	8		276|174	2|1	799|1499	Z|N	1|1		0|17.5
14927*54978*001	1772	DONE		1	FREE	0	14931	3		292|96|68	1|2|2	399.5|1299|999	Z|N|N	1|1|1	PRATCHETT1	0|17.5|17.5
14973*48582*001	818	DONE		2	FREE	0	14975	3		314|211|322|234|207|292|297|13|214	2|1|1|1|2|2|2|2|1	799|1399|699|899|799|399.5|699|1599|1499	Z|N|Z|N|N|Z|Z|N|N	1|1|1|1|1|1|1|1|1	|||||PRATCHETT1	0|17.5|0|17.5|17.5|0|0|17.5|17.5
15024*58620*001	295	DONE		2	FREE	0	15024	3		39|205|209|334|326|145|230	1|1|2|2|1|2|1	1300|999|1499|799|599.25|1999|1499	N|N|N|Z|Z|N|N	1|1|1|1|1|1|1	||||PENGUIN1	17.5|17.5|17.5|0|0|17.5|17.5
15095*66975*001	2174	DONE		2	FREE	0	15101	4		165|242|81|117|325	1|2|2|1|2	1499|1999|1499|5500|374.25	N|N|N|N|Z	1|1|1|1|1	||||PENGUIN1	17.5|17.5|17.5|17.5|0
15113*31884*001	2590	DONE		2	FIRST	599	15119	4		225	2	1499	N	1		17.5
15334*38430*001	302	DONE		2	FREE	0	15338	7		197|296|271|4|207|23|266|159	1|2|2|1|1|2|1|1	1999|699|699|599|799|799|799|2199	N|Z|Z|N|N|N|Z|N	1|1|1|1|1|1|1|1		17.5|0|0|17.5|17.5|17.5|0|17.5
14492*61600*001	569	DONE		1	FREE	0	14492	7		16|310|335|52|261|89|178|82|338	1|2|1|2|2|1|1|2|2	1399|799|799|1300|699|1299|1499|1999|374.25	N|Z|Z|N|Z|N|N|N|Z	1|1|1|1|1|1|1|1|1	||||||||PENGUIN1	17.5|0|0|17.5|0|17.5|17.5|17.5|0
14647*62145*001	547	DONE		2	FIRST	599	14652	1		342	1	799	Z	1		0
14828*47130*001	1482	DONE		1	FREE	0	14834	7		246|61|108	1|1|2	1299|1099|1499	N|N|N	1|1|1		17.5|17.5|17.5
14845*37272*001	1498	DONE		2	FIRST	599	14847	1		279|312	2|2	699|699	Z|Z	1|1		0|0
14866*69948*001	1365	DONE		1	FREE	0	14872	7		213|123|21|18|4|71|268|132	1|2|1|2|2|1|2|1	1999|499|1599|1099|599|1099|1899|1399	N|N|N|N|N|N|Z|N	1|1|1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5|0|17.5
14883*50550*001	442	DONE		2	FREE	0	14889	5		93|130|36|39|36|319|35|65|338	2|2|1|1|1|1|2|2|2	5295|1050|1699|1300|1699|799|799|2499|374.25	N|N|N|N|N|Z|N|N|Z	1|1|1|1|1|1|1|1|1	||||||||PENGUIN1	17.5|17.5|17.5|17.5|17.5|0|17.5|17.5|0
15017*58620*001	2215	DONE		1	FREE	0	15019	3		95|34|58|328|293	2|1|2|2|1	999|1599|1300|599|399.5	N|N|N|Z|Z	1|1|1|1|1	||||PRATCHETT1	17.5|17.5|17.5|0|0
15057*65943*001	3056	DONE		1	FIRST	599	15059	9		100	2	1599	N	1		17.5
15020*30213*001	228	DONE		2	FREE	0	15023	6		52|169|156|341	2|2|1|2	1300|1099|1499|374.25	N|N|N|Z	1|1|1|1	|||PENGUIN1	17.5|17.5|17.5|0
15191*65036*001	811	DONE		2	FREE	0	15197	1		5|331|181|172	1|2|2|1	1099|449.25|1099|1999	N|Z|N|N	1|1|1|1	|PENGUIN1	17.5|0|17.5|17.5
15313*67095*001	2707	DONE		1	FREE	0	15314	3		165|151|5|75|113|150|132|147	1|2|2|1|2|2|2|1	1499|1399|1099|1499|1599|6500|1399|1799	N|N|N|N|N|N|N|N	1|1|1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5|17.5|17.5
15369*60520*001	1032	DONE		2	FREE	0	15370	9		204|119|256|172|267|45|284|73|54	1|1|2|1|2|1|1|1|2	1299|1599|799|1999|699|1300|799|499|499	N|N|Z|N|Z|N|Z|N|N	1|1|1|1|1|1|1|1|1		17.5|17.5|0|17.5|0|17.5|0|17.5|17.5
14762*35226*001	37	DONE		1	FREE	0	14763	4		18|339|23|183|93|178|81|211|329	1|2|2|1|2|1|1|1|2	1099|374.25|799|1999|5295|1499|1499|1399|449.25	N|Z|N|N|N|N|N|N|Z	1|1|1|1|1|1|1|1|1	|PENGUIN1|||||||PENGUIN1	17.5|0|17.5|17.5|17.5|17.5|17.5|17.5|0
14777*56392*001	1018	DONE		2	FREE	0	14782	4		344|255|294|237|186|56	2|2|1|1|1|2	599.25|799|399.5|1400|1099|1399	Z|Z|Z|N|N|N	1|1|1|1|1|1	PENGUIN1||PRATCHETT1	0|0|0|17.5|17.5|17.5
14948*41654*001	1089	DONE		1	FREE	0	14950	9		93|59|49|194	2|1|1|2	5295|799|999|599	N|N|N|N	1|1|1|1		17.5|17.5|17.5|17.5
14958*67634*001	2209	DONE		2	FREE	0	14961	5		299|56|90|311|43|120|19	2|1|1|1|1|1|1	499|1399|1399|799|1299|399|999	Z|N|N|Z|N|N|N	1|1|1|1|1|1|1		0|17.5|17.5|0|17.5|17.5|17.5
15025*49395*001	1170	DONE		2	FREE	0	15030	2		200|122|140	2|1|2	299|1599|1499	N|N|N	1|1|1		17.5|17.5|17.5
15117*58620*001	3442	DONE		2	FREE	0	15122	3		306|111|86	2|2|2	699|1499|1799	Z|N|N	1|1|1		0|17.5|17.5
15206*56376*001	252	DONE		1	FREE	0	15208	5		26|29|183|264|178|222|322|228|264	1|2|2|2|1|1|1|2|2	1399|1099|1999|699|1499|1099|699|799|699	N|N|N|Z|N|N|Z|N|Z	1|1|1|1|1|1|1|1|1		17.5|17.5|17.5|0|17.5|17.5|0|17.5|0
15365*34913*001	98	DONE		1	FREE	0	15369	5		66|350|194|339|92|146|59|169	1|1|2|2|2|1|1|1	799|899|599|374.25|1499|999|799|1099	N|Z|N|Z|N|N|N|N	1|1|1|1|1|1|1|1	|||PENGUIN1	17.5|0|17.5|0|17.5|17.5|17.5|17.5
14686*72000*001	559	DONE		1	FIRST	599	14692	6		317	1	699	Z	1		0
14760*71988*001	993	DONE		1	FREE	0	14762	9		266|118|42|69|228|34	1|2|2|2|1|2	799|1499|799|1599|799|1599	Z|N|N|N|N|N	1|1|1|1|1|1		0|17.5|17.5|17.5|17.5|17.5
14805*33975*001	303	DONE		1	FIRST	599	14810	7		346|66	2|1	799|799	Z|N	1|1		0|17.5
14933*40796*001	100	DONE		2	FIRST	599	14937	1		125	2	499	N	1		17.5
14944*33708*001	2490	DONE		2	FIRST	599	14944	2		290|251|328|77	2|2|1|2	799|799|599|499	Z|Z|Z|N	1|1|1|1		0|0|0|17.5
14948*46850*001	806	DONE		2	FREE	0	14949	7		197|312|217	1|2|2	1999|699|1499	N|Z|N	1|1|1		17.5|0|17.5
15006*29454*001	2978	DONE		2	FREE	0	15006	8		55|117|268	1|2|2	1300|5500|1899	N|N|Z	1|1|1		17.5|17.5|0
15012*38568*001	2521	DONE		2	FREE	0	15015	8		105|36|192|312|66|306|66|306|166	1|1|2|1|2|1|1|2|2	1699|1699|1499|699|799|699|799|699|1699	N|N|N|Z|N|Z|N|Z|N	1|1|1|1|1|1|1|1|1		17.5|17.5|17.5|0|17.5|0|17.5|0|17.5
15056*26760*001	939	DONE		1	FREE	0	15060	3		196|335|151	1|1|2	1499|799|1399	N|Z|N	1|1|1		17.5|0|17.5
15025*39717*001	185	DONE		1	FREE	0	15030	4		324|129|300|238|227|320|231|336	2|1|2|1|2|1|2|1	599|1499|599|1099|1299|699|899|799	Z|N|Z|N|N|Z|N|Z	1|1|1|1|1|1|1|1		0|17.5|0|17.5|17.5|0|17.5|0
15074*70317*001	36	DONE		2	FREE	0	15076	6		248|215|243|115|175|169	2|1|1|1|1|2	799|1300|599|1499|5869|1099	N|N|N|N|N|N	1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5
15086*30213*001	1567	DONE		2	FREE	0	15092	6		4|238|149|169|104|229|147|28	1|2|1|2|2|1|2|1	599|1099|999|1099|599|699|1799|999	N|N|N|N|N|N|N|N	1|1|1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5|17.5|17.5
15209*69366*001	3437	DONE		1	FREE	0	15213	9		113|194|64|33|266|196	2|2|1|1|1|1	1599|599|1699|1300|799|1499	N|N|N|N|Z|N	1|1|1|1|1|1		17.5|17.5|17.5|17.5|0|17.5
15353*42860*001	413	DONE		1	FIRST	599	15356	9		275|282	1|1	699|999	Z|Z	1|1		0|0
15273*27952*001	49	DONE		1	FREE	0	15274	6		220|118|67|295|339|269|120|79|172	1|1|1|2|1|1|2|2|1	1499|1499|899|1299|374.25|1499|399|1699|1999	N|N|N|Z|Z|Z|N|N|N	1|1|1|1|1|1|1|1|1	||||PENGUIN1	17.5|17.5|17.5|0|0|0|17.5|17.5|17.5
15334*58275*001	2102	DONE		2	FREE	0	15334	7		47|105|272|159|65|167|83|274	2|1|1|1|1|2|1|1	4999|1699|899|2199|2499|5350|1099|999	N|N|Z|N|N|N|N|Z	1|1|1|1|1|1|1|1		17.5|17.5|0|17.5|17.5|17.5|17.5|0
14698*68400*001	1288	DONE		1	FIRST	599	14701	7		233|337	1|2	1099|799	N|Z	1|1		17.5|0
14715*56392*001	1080	DONE		2	FREE	0	14719	4		328|246|106	2|1|2	599|1299|1399	Z|N|N	1|1|1		0|17.5|17.5
14851*59907*001	623	DONE		2	FREE	0	14857	2		335|225|269|82|13|18|159|87	2|2|1|1|1|1|1|2	799|1499|1499|1999|1599|1099|2199|499	Z|N|Z|N|N|N|N|N	1|1|1|1|1|1|1|1		0|17.5|0|17.5|17.5|17.5|17.5|17.5
14895*63486*001	4	DONE		2	FREE	0	14897	5		178|244|178|126|111	1|2|2|1|2	1499|1599|1499|499|1499	N|N|N|N|N	1|1|1|1|1		17.5|17.5|17.5|17.5|17.5
15008*41910*001	2705	DONE		1	FREE	0	15008	4		46|291|258|140|27|223|67|279|101	1|2|2|2|1|2|2|2|2	3195|399.5|999|1499|899|3000|899|699|899	N|Z|Z|N|N|N|N|Z|N	1|1|1|1|1|1|1|1|1	|PRATCHETT1	17.5|0|0|17.5|17.5|17.5|17.5|0|17.5
15061*28320*001	1630	DONE		1	FREE	0	15064	7		56|208|104|195|177|47	1|1|1|2|1|1	1399|1499|599|1188|1499|4999	N|N|N|N|N|N	1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5
15061*36120*001	1968	DONE		2	FREE	0	15066	7		117|309|245|341|217	2|2|2|1|2	5500|699|1300|374.25|1499	N|Z|N|Z|N	1|1|1|1|1	|||PENGUIN1	17.5|0|17.5|0|17.5
15198*62438*001	2933	DONE		2	FREE	0	15199	6		98|181|245|231|293|107|159|270|56	2|2|1|2|2|1|1|2|2	899|1099|1300|899|399.5|1699|2199|799|1399	N|N|N|N|Z|N|N|Z|N	1|1|1|1|1|1|1|1|1	||||PRATCHETT1	17.5|17.5|17.5|17.5|0|17.5|17.5|0|17.5
15315*45486*001	4417	DONE		1	FREE	0	15318	3		48|155|275|42|186|85	2|1|1|1|2|2	499|4000|699|799|1099|924	N|N|Z|N|N|N	1|1|1|1|1|1		17.5|17.5|0|17.5|17.5|17.5
15316*66278*001	3296	DONE		1	FREE	0	15317	5		20|93|338|167|320	2|2|2|2|1	999|5295|374.25|5350|699	N|N|Z|N|Z	1|1|1|1|1	||PENGUIN1	17.5|17.5|0|17.5|0
15336*65404*001	2125	DONE		1	FREE	0	15341	5		75|113|19|347|335	2|1|2|2|1	1499|1599|999|1599|799	N|N|N|Z|Z	1|1|1|1|1		17.5|17.5|17.5|0|0
14636*64800*001	1257	DONE		1	FREE	0	14638	3		340|147|215|197|226|250|332|279	1|1|1|1|2|1|2|2	374.25|1799|1300|1999|799|1499|799|699	Z|N|N|N|N|N|Z|Z	1|1|1|1|1|1|1|1	PENGUIN1	0|17.5|17.5|17.5|17.5|17.5|0|0
14640*50400*001	372	DONE		1	FIRST	599	14645	2		339|120|339|257	1|2|1|2	374.25|399|374.25|799	Z|N|Z|Z	1|1|1|1	PENGUIN1||PENGUIN1	0|17.5|0|0
14995*51344*001	299	DONE		1	FREE	0	15000	4		33|110|251|217|252|187|271|33|63	1|1|1|2|2|2|2|1|1	1300|6457|799|1499|799|799|699|1300|1699	N|N|Z|N|Z|N|Z|N|N	1|1|1|1|1|1|1|1|1		17.5|17.5|0|17.5|0|17.5|0|17.5|17.5
15010*63633*001	2190	DONE		1	FREE	0	15013	7		343|156|188|350	1|2|1|2	749.25|1499|1599|899	Z|N|N|Z	1|1|1|1	PENGUIN1	0|17.5|17.5|0
15085*36897*001	1484	DONE		1	FREE	0	15089	3		155|148|301|284|291|322|215	1|1|1|1|1|2|1	4000|499|699|799|399.5|699|1300	N|N|Z|Z|Z|Z|N	1|1|1|1|1|1|1	||||PRATCHETT1	17.5|17.5|0|0|0|0|17.5
15156*65613*001	2440	DONE		2	FIRST	599	15156	6		336|73|187	1|1|2	799|499|799	Z|N|N	1|1|1		0|17.5|17.5
15158*53280*001	2624	DONE		1	FREE	0	15162	2		126|294|119|27|239|205|47|323|281	2|1|1|2|1|1|1|2|1	499|399.5|1599|899|1099|999|4999|699|799	N|Z|N|N|N|N|N|Z|Z	1|1|1|1|1|1|1|1|1	|PRATCHETT1	17.5|0|17.5|17.5|17.5|17.5|17.5|0|0
15169*29880*001	3670	DONE		1	FREE	0	15173	2		50|148|136|10	1|1|2|1	1599|499|799|2199	N|N|N|N	1|1|1|1		17.5|17.5|17.5|17.5
15189*68500*001	3134	DONE		2	FREE	0	15193	7		339|122|197|331|116|221|23|101|301	1|1|1|2|2|1|1|1|1	374.25|1599|1999|449.25|6500|5399|799|899|699	Z|N|N|Z|N|N|N|N|Z	1|1|1|1|1|1|1|1|1	PENGUIN1|||PENGUIN1	0|17.5|17.5|0|17.5|17.5|17.5|17.5|0
15221*68100*001	3915	DONE		1	FIRST	599	15227	9		154	1	3795	N	1		17.5
15368*39600*001	4812	DONE		2	FREE	0	15373	3		45|84|14|348|99	2|2|2|1|1	1300|7500|1099|799|1699	N|N|N|Z|N	1|1|1|1|1		17.5|17.5|17.5|0|17.5
