3562	15260	OGG	599	15261						40|60|75|98|104|239|292	0563478187|0140868321|1840329181|0001046594|000102468X|0552147206|9780552154307	433|166|499|299|199|366|399	N|N|N|N|N|N|Z	5|5|5|5|5|5|10
4065	15386	NN	2000	15389						35|49|116|118|155|199|290	0140868208|0552146846|0747582599|0007206550|0001055348|075312369X|9780552154314	266|333|3250|499|2000|2475|399	N|N|N|N|N|N|Z	5|5|5|5|5|5|10
759	14555	OGG	599	14556						64|148|154|238	0752869493|1904351832|0753104296|0007141130	566|166|1897|366	N|N|N|N	5|5|5|5
1048	14629	NN	2000	14630						47|235|265|271|324|341	1855494787|055215072X|9781907410369|9780141331874|9780099511601|9780140620795	2499|633|599|399|299|299	N|N|Z|Z|Z|Z	5|5|10|10|10|10
1551	14756	OGG	599	14759						8|256	1855496755|9780753820254	299|399	N|Z	5|10
2054	14881	BB	1599	14883						163|188	0007158785|0563536985	666|533	N|N	5|5
2557	15008	PP		15011						42|48|82|94|139|178|242|333	0141804343|0140868305|1855499932|0140868380|0552153621|0552153184|1860154549|9780340993767	266|166|666|166|366|499|666|399	N|N|N|N|N|N|N|Z	5|5|5|5|5|5|5|10
257	14417	PP		14420						16|56|127|137	1405501081|9626341505|0563528729|0007206585	466|466|999|533	N|N|N|N	5|5|5|5
27	14343	NN	2000	14343						27|176|219	0563558601|0743501551|185549812X	299|366|666	N|N|N	5|5|5
3060	15134	BB	1599	15136						61|70|213	0141805900|0752869507|1844280810	366|433|666	N|N|N	5|5|5
760	14555	BB	1599	14556						163	0007158785	666	N	5
3563	15260	NN	2000	15264						58|133|145|192|218|314|341	0141805897|0007206577|0007120575|0552153206|0563526874|9781409103479|9780140620795	433|533|666|499|366|399|299	N|N|N|N|N|Z|Z	5|5|5|5|5|10|10
4	14336	PP		14339						275|286	9780141328553|9780330452472	399|399	Z|Z	10|10
4066	15386	PP		15388						142|210	0141805536|0140865551	433|266	N|N	5|5
1049	14630	PP		14632						19|21|38|42|125	0552144266|0563525428|0753110644|0141804343|0141800925	333|533|466|266|166	N|N|N|N|N	5|5|5|5|5
1552	14756	PP		14757						14|30|57|127|138|160|178|306	0754071162|0140868283|1405052708|0563528729|0753124122|0007201028|0552153184|9780747550990	366|166|433|999|1140|466|499|399	N|N|N|N|N|N|N|Z	5|5|5|5|5|5|5|10
2055	14882	NN	2000	14883						24|27|47|78|112|143|183|196|232|260|309	0955064007|0563558601|1855494787|0755329007|1856868176|0007213212|1844560694|0752869728|9626340819|9781904233657|9780747584681	499|299|2499|499|466|533|666|499|566|399|399	N|N|N|N|N|N|N|N|N|Z|Z	5|5|5|5|5|5|5|5|5|10|10
2558	15008	BB	1599	15011						67|205|211|249	9626347635|014086041X|000715478X|1560150475	299|333|466|417	N|N|N|N	5|5|5|5
258	14417	OGG	599	14420						53|153	0141805382|0141805552	199|433	N|N	10|5
28	14343	BB	1599	14347						113|318	0007207050|9780099534846	533|399	N|Z	5|10
3061	15135	OGG	599	15137						40|68|104|106|121|169|186|228|252|339	0563478187|9626346108|000102468X|000719580X|0141804483|0007161344|0563407697|1873859848|9781849162883|9780140620955	433|333|199|466|433|366|366|266|399|299	N|N|N|N|N|N|N|N|Z|Z	5|5|5|5|5|5|5|5|10|10
3564	15260	BB	1599	15261						240	0712343253	531	N	5
4067	15387	PP		15387						30|41|48|103|242|286|333	0140868283|0007161115|0140868305|0007207034|1860154549|9780330452472|9780340993767	166|366|166|533|666|399|399	N|N|N|N|N|Z|Z	5|5|5|5|5|10|10
5	14337	BB	1599	14340						6|174|303|347	0007192614|0552153176|9780747595830|9780261103252	4950|499|499|799	N|N|Z|Z	5|5|10|10
761	14555	NN	2000	14555						168	0007154720	533	N	5
1050	14630	OGG	599	14631						40|104|182|298	0563478187|000102468X|0001048791|9780141321318	433|199|366|399	N|N|N|Z	5|5|5|10
1553	14756	BB	1599	14759						67|172|310|337	9626347635|9626341203|9780141039237|9780340993781	299|666|399|399	N|N|Z|Z	5|5|10|10
2056	14882	OGG	599	14882						43|64|73|87|98|108|136|154|241|335	0563388609|0752869493|0140868348|0140868364|0001046594|0007206534|0140866930|0753104296|1855499231|9780340993750	433|566|166|166|299|499|266|1897|4497|399	N|N|N|N|N|N|N|N|N|Z	5|5|5|5|5|5|5|5|5|10
2559	15009	NN	2000	15013						11|15|27|54|55|59|123|192|218|219|330|349	0273663801|0141805323|0563558601|0140868313|0752860828|0141805390|1856563820|0552153206|0563526874|185549812X|9780140620153|9780586217832	499|433|299|166|433|266|166|499|366|666|299|499	N|N|N|N|N|N|N|N|N|N|Z|Z	5|5|5|5|5|5|5|5|5|5|10|10
259	14417	BB	1599	14417						179|212	0001025368|0552152242	299|499	N|N	5|5
29	14343	PP		14343						125	0141800925	166	N	5
3062	15135	PP		15139						42|51|92|126|220|242|326	0141804343|014180534X|0007195818|0140868437|1840323345|1860154549|9780141441672	266|433|499|166|499|666|399	N|N|N|N|N|N|Z	5|5|5|5|5|5|10
3565	15261	PP		15262						16|42|171|190	1405501081|0141804343|0007213263|014180355X	466|266|366|333	N|N|N|N	5|5|5|5
4068	15387	OGG	599	15390						84|216|323	1855496879|055215170X|9780007119325	3750|499|399	N|N|Z	5|5|10
6	14337	PP		14338						14|138|144|204|326	0754071162|0753124122|000720910X|0563525320|9780141441672	366|1140|433|433|399	N|N|N|N|Z	5|5|5|5|10
762	14555	PP		14555						171	0007213263	366	N	5
1051	14630	NN	2000	14633						181	0563524758	366	N	5
1554	14756	NN	2000	14756						302	9781405249553	399	Z	10
2057	14882	BB	1599	14882						50|70|105|113|179|211|225	0563528087|0752869507|0752861417|0007207050|0001025368|000715478X|0552152269	533|433|566|533|299|466|499	N|N|N|N|N|N|N	5|5|5|5|5|5|5
2560	15009	PP		15009						14|57|129|204|217|285|319|326|342	0754071162|1405052708|0007206569|0563525320|0552152250|9780091931506|9780099534839|9780141441672|9780435233075	366|433|499|433|499|699|399|399|399	N|N|N|N|N|Z|Z|Z|Z	5|5|5|5|5|10|10|10|10
260	14417	NN	2000	14419						283	9780340896983	399	Z	10
30	14344	BB	1599	14346						65|248	9626343559|0140866655	999|266	N|N	5|5
3063	15135	NN	2000	15138						59|112|309|341	0141805390|1856868176|9780747584681|9780140620795	266|466|399|299	N|N|Z|Z	5|5|10|10
7	14337	OGG	599	14337						43|93|169|223	0563388609|1856959767|0007161344|1846070473	433|2647|366|1200	N|N|N|N	5|5|5|5
3566	15261	OGG	599	15263						32|63|87|96|122|148|186|245	055214424X|9626341513|0140868364|0007214146|0007207069|1904351832|0563407697|0141805749	333|566|166|433|533|166|366|433	N|N|N|N|N|N|N|N	5|5|5|5|5|5|5|5
4069	15387	NN	2000	15389						99|112|305|321|327|341	0752873113|1856868176|9780747538486|9780007119318|9780141194394|9780140620795	566|466|399|399|399|299	N|N|Z|Z|Z|Z	5|5|10|10|10|10
763	14556	NN	2000	14558						24|111|196|233	0955064007|0007214170|0752869728|0001046861	499|499|499|366	N|N|N|N	5|5|5|5	|5
1052	14630	BB	1599	14634						229	9626347430	233	N	5
1555	14757	OGG	599	14757						26|71|97|106|153	0007201826|0552148415|1594830371|000719580X|0141805552	466|366|466|466|433	N|N|N|N|N	5|5|5|5|5	|||5
2058	14882	PP		14883						139|160|166|204|270	0552153621|0007201028|0552153664|0563525320|9781409121817	366|466|566|433|399	N|N|N|N|Z	5|5|5|5|10
2561	15009	BB	1599	15013						25|61|187|230	0001050478|0141805900|0140866515|0552152277	366|366|266|499	N|N|N|N	5|5|5|5
261	14418	OGG	599	14422						77|241|258	0141801352|1855499231|9781905654734	166|4497|499	N|N|Z	5|5|10
3064	15135	BB	1599	15139						90|191|226|240|248|253	0007208022|074350917X|0140866604|0712343253|0140866655|9780552149525	466|438|266|531|266|399	N|N|N|N|N|Z	5|5|5|5|10|10
31	14344	PP		14347						102	1856959783	2097	N	5
4070	15387	BB	1599	15388						175|304	0754053121|9780747561071	2934|399	N|Z	5|10
3567	15261	BB	1599	15263						36|65|86|90|113|174|191|208|264|310	962634296X|9626343559|0755329015|0007208022|0007207050|0552153176|074350917X|0552153249|9780330512855|9780141039237	566|999|599|466|533|499|438|499|399|399	N|N|N|N|N|N|N|N|Z|Z	5|5|5|5|5|5|5|5|10|10
764	14556	OGG	599	14556						84|115|128	1855496879|1856869202|0007207077	3750|499|2250	N|N|N	5|5|5
8	14337	NN	2000	14339						112|141|164|236|271|274|284|288	1856868176|0141806044|0552146536|1855499215|9780141331874|9780007354849|9780340734872|9780330473248	466|433|366|3999|399|499|399|399	N|N|N|N|Z|Z|Z|Z	5|5|5|5|10|10|10|10
1053	14631	NN	2000	14632						12|24|79|111|123|147|168|199|244|284	0563525991|0955064007|185686961X|0007214170|1856563820|0563504838|0007154720|075312369X|0563526424|9780340734872	433|499|566|499|166|599|533|2475|533|399	N|N|N|N|N|N|N|N|N|Z	5|5|5|5|5|5|5|5|5|10	||5
1556	14757	BB	1599	14761						36|61|295	962634296X|0141805900|9780007315826	566|366|699	N|N|Z	5|5|10
2059	14883	OGG	599	14883						8|84|93|115|152|153	1855496755|1855496879|1856959767|1856869202|1904351840|0141805552	299|3750|2647|499|166|433	N|N|N|N|N|N	5|5|5|5|5|5
2562	15009	OGG	599	15012						93|122|152|245|339	1856959767|0007207069|1904351840|0141805749|9780140620955	2647|533|166|433|299	N|N|N|N|Z	5|5|5|5|10
262	14418	PP		14421						92|204	0007195818|0563525320	499|433	N|N	5|5
32	14344	NN	2000	14347						336|343	9780340993774|9780141190273	399|499	Z|Z	10|10
765	14556	PP		14556						167	1845590872	2675	N	5
3065	15136	OGG	599	15139						3|23|64|84|151|231|238|241	1405500530|0140866752|0752869493|1855496879|9626342684|0007141114|0007141130|1855499231	499|266|566|3750|466|299|366|4497	N|N|N|N|N|N|N|N	5|5|5|5|5|5|5|5
3568	15261	NN	2000	15262						54|55|79|109|118|196|236|324	0140868313|0752860828|185686961X|9626340576|0007206550|0752869728|1855499215|9780099511601	166|433|566|466|499|499|3999|299	N|N|N|N|N|N|N|Z	5|5|5|5|5|5|5|10
4071	15388	PP		15388						16|56|166|217	1405501081|9626341505|0552153664|0552152250	466|466|566|499	N|N|N|N	5|5|5|5
9	14338	NN	2000	14338						1|183|321|327	0563525452|1844560694|9780007119318|9780141194394	433|666|399|399	N|N|Z|Z	5|5|10|10
1054	14631	PP		14635						31|39|48|92|139|210|316	188321937X|0752871994|0140868305|0007195818|0552153621|0140865551|9780752883533	658|433|166|499|366|266|399	N|N|N|N|N|N|Z	5|5|5|5|5|5|10
1557	14757	NN	2000	14758						118	0007206550	499	N	5
2060	14883	PP		14884						39|160|167|220|222|250|306|319	0752871994|0007201028|1845590872|1840323345|9626340800|0552153346|9780747550990|9780099534839	433|466|2675|499|366|499|399|399	N|N|N|N|N|N|Z|Z	5|5|5|5|5|5|10|10	||5
2563	15010	OGG	599	15013						8|9|18|63|64|98|110|136|197|216|227|231|278	1855496755|1405500549|1904605109|9626341513|0752869493|0001046594|0754053504|0140866930|1405053976|055215170X|0563510099|0007141114|9780006514008	299|499|366|566|566|299|3228|266|666|499|433|299|399	N|N|N|N|N|N|N|N|N|N|N|N|Z	5|5|5|5|5|5|5|5|5|5|5|5|10	|5
263	14419	OGG	599	14420						8|34|121|228	1855496755|0007206844|0141804483|1873859848	299|533|433|266	N|N|N|N	5|5|5|5
3066	15136	PP		15138						37|38|103|137|166|317	0563527048|0753110644|0007207034|0007206585|0552153664|9780099538639	599|466|533|533|566|399	N|N|N|N|N|Z	5|5|5|5|5|10
33	14345	NN	2000	14348						12|168	0563525991|0007154720	433|533	N|N	5|5
3569	15262	PP		15264						2|62|94|166|259|279|285	0563495421|0563527595|0140868380|0552153664|ISBN|9780141328522|9780091931506	433|533|166|566|399|399|699	N|N|N|N|Z|Z|Z	5|5|5|5|10|10|10
4072	15388	BB	1599	15389						25|61|80|91|213|229|273|277	0001050478|0141805900|9626347651|1405501197|1844280810|9626347430|9780141331867|9780141328546	366|366|307|499|666|233|399|399	N|N|N|N|N|N|Z|Z	5|5|5|5|5|5|10|10
766	14557	OGG	599	14557						3|197|216	1405500530|1405053976|055215170X	499|666|499	N|N|N	5|5|5
1055	14631	OGG	599	14631						66|84|98|197|251	0141802863|1855496879|0001046594|1405053976|9781906694180	266|3750|299|666|166	N|N|N|N|Z	5|5|5|5|10
1558	14757	PP		14759						162|317	9626346779|9780099538639	307|399	N|Z	5|10
2061	14883	BB	1599	14883						80|150|172|191|202|226|229|248	9626347651|1855496488|9626341203|074350917X|0141804637|0140866604|9626347430|0140866655	307|3250|666|438|433|266|233|266	N|N|N|N|N|N|N|N	5|5|5|5|5|5|5|5
2564	15010	NN	2000	15010						12|44|81|199|236|290|302|343|348	0563525991|1740948912|0752873083|075312369X|1855499215|9780552154314|9781405249553|9780141190273|9780007321919	433|919|499|2475|3999|399|399|499|399	N|N|N|N|N|Z|Z|Z|Z	5|5|5|5|5|10|10|10|10
264	14419	PP		14420						39|82|103|171	0752871994|1855499932|0007207034|0007213263	433|666|533|366	N|N|N|N	5|5|5|5
3067	15136	BB	1599	15136						86|156	0755329015|1840329319	599|499	N|N	5|5
34	14345	BB	1599	14345						50	0563528087	533	N	5	5
3570	15262	OGG	599	15266						26|71|106|151|182|289|313	0007201826|0552148415|000719580X|9626342684|0001048791|9780552153379|9780571228560	466|366|466|466|366|399|399	N|N|N|N|N|Z|Z	5|5|5|5|5|10|10
4073	15388	OGG	599	15391						64|154|200|216|332	0752869493|0753104296|1871412005|055215170X|9780340977088	566|1897|199|499|399	N|N|N|N|Z	5|5|5|5|10
767	14557	NN	2000	14560						12|147	0563525991|0563504838	433|599	N|N	5|5
1056	14631	BB	1599	14632						211|282|304	000715478X|9780552997041|9780747561071	466|499|399	N|Z|Z	5|10|10
1559	14758	OGG	599	14762						66|76|186|339	0141802863|9626343575|0563407697|9780140620955	266|2762|366|299	N|N|N|Z	5|5|5|10
2062	14883	NN	2000	14885						118|147|164|168|198|218|232|311|314|327	0007206550|0563504838|0552146536|0007154720|0552153222|0563526874|9626340819|9780571239481|9781409103479|9780141194394	499|599|366|533|499|366|566|399|399|399	N|N|N|N|N|N|N|Z|Z|Z	5|5|5|5|5|5|5|10|10|10
2565	15010	PP		15010						16|38|39|41|56|102|103|126|137|166|189|270	1405501081|0753110644|0752871994|0007161115|9626341505|1856959783|0007207034|0140868437|0007206585|0552153664|0141805625|9781409121817	466|466|433|366|466|2097|533|166|533|566|333|399	N|N|N|N|N|N|N|N|N|N|N|Z	5|5|5|5|5|5|5|5|5|5|5|10
265	14419	BB	1599	14421						67	9626347635	299	N	5
35	14345	OGG	599	14345						266	9781409103400	399	Z	10
3068	15136	NN	2000	15138						107|141|164	0752861425|0141806044|0552146536	566|433|366	N|N|N	5|5|5
3571	15262	NN	2000	15265						47|101|141|164|181|206|233|235	1855494787|0007133731|0141806044|0552146536|0563524758|0552152226|0001046861|055215072X	2499|299|433|366|366|499|366|633	N|N|N|N|N|N|N|N	5|5|5|5|5|5|5|5
4074	15388	NN	2000	15391						107|117|141|143|336|349	0752861425|0747582602|0141806044|0007213212|9780340993774|9780586217832	566|2750|433|533|399|499	N|N|N|N|Z|Z	5|5|5|5|10|10
768	14557	PP		14561						92|103|246	0007195818|0007207034|0563494360	499|533|433	N|N|N	5|5|5
1057	14632	NN	2000	14635						15|27|35|107	0141805323|0563558601|0140868208|0752861425	433|299|266|566	N|N|N|N	5|5|5|5
1560	14758	BB	1599	14758						83|188	0141805935|0563536985	366|533	N|N	5|5
2063	14884	OGG	599	14887						3|98|106	1405500530|0001046594|000719580X	499|299|466	N|N|N	5|5|5
2566	15010	BB	1599	15014						65|156|163|180|188|237|240|263|350	9626343559|1840329319|0007158785|0001048783|0563536985|0007103972|0712343253|9780330512862|9780007229420	999|499|666|366|533|466|531|399|499	N|N|N|N|N|N|N|Z|Z	5|5|5|5|5|5|5|10|10
266	14420	OGG	599	14423						18|131	1904605109|1856869741	366|566	N|N	5|5
3069	15137	OGG	599	15138						7|29|40|68|75|93|131|200|239	0563510196|9626343427|0563478187|9626346108|1840329181|1856959767|1856869741|1871412005|0552147206	433|366|433|333|499|2647|566|199|366	N|N|N|N|N|N|N|N|N	5|5|5|5|5|5|5|5|5
769	14557	BB	1599	14560						229|230	9626347430|0552152277	233|499	N|N	5|5
3572	15262	BB	1599	15265						165|211|213|337	0563510471|000715478X|1844280810|9780340993781	499|466|666|399	N|N|N|Z	5|5|5|10
36	14346	BB	1599	14349						28|276|304	1901768384|9781847394644|9780747561071	333|399|399	N|Z|Z	5|10|10
4075	15389	PP		15390						14|39|48|57|92|102|160|190|207	0754071162|0752871994|0140868305|1405052708|0007195818|1856959783|0007201028|014180355X|0140865543	366|433|166|433|499|2097|466|333|266	N|N|N|N|N|N|N|N|N	5|5|5|5|5|5|5|5|5
1058	14632	OGG	599	14634						34|110|121|323	0007206844|0754053504|0141804483|9780007119325	533|3228|433|399	N|N|N|Z	5|5|5|10
1561	14758	PP		14758						127|144|194|217	0563528729|000720910X|0141805633|0552152250	999|433|199|499	N|N|N|N	5|5|5|5
2064	14884	BB	1599	14886						4|165|188|205|211|213|237|295|346	0141805293|0563510471|0563536985|014086041X|000715478X|1844280810|0007103972|9780007315826|9780261102736	199|499|533|333|466|666|466|699|399	N|N|N|N|N|N|N|Z|Z	5|5|5|5|5|5|5|10|10
2567	15011	NN	2000	15012						1|47|54|107|244|320|325	0563525452|1855494787|0140868313|0752861425|0563526424|9780099534822|9780140620610	433|2499|166|566|533|399|299	N|N|N|N|N|Z|Z	5|5|5|5|5|10|10
267	14420	PP		14424						138|195	0753124122|0743504127	1140|396	N|N	5|5
37	14346	NN	2000	14348						55|99|261|265	0752860828|0752873113|9780330520515|9781907410369	433|566|399|599	N|N|Z|Z	5|5|10|10
770	14558	NN	2000	14562						13	0563558059	533	N	5
3070	15137	NN	2000	15141						12|58|72|117|119|183|233|244|265|305|322	0563525991|0141805897|9626346116|0747582602|1855498472|1844560694|0001046861|0563526424|9781907410369|9780747538486|9780007119295	433|433|299|2750|533|666|366|533|599|399|399	N|N|N|N|N|N|N|N|Z|Z|Z	5|5|5|5|10|5|5|5|10|10|10
3573	15263	OGG	599	15267						3|8|29|53|66|148|159|173|241|332	1405500530|1855496755|9626343427|0141805382|0141802863|1904351832|1855494981|0752873253|1855499231|9780340977088	499|299|366|199|266|166|879|433|4497|399	N|N|N|N|N|N|N|N|N|Z	5|5|5|5|5|5|5|5|5|10
4076	15389	NN	2000	15393						58|133|164|314	0141805897|0007206577|0552146536|9781409103479	433|533|366|399	N|N|N|Z	5|5|5|10
1059	14632	PP		14632						158|162	0007158777|9626346779	533|307	N|N	5|5
1562	14758	NN	2000	14758						147|181|219|244|322	0563504838|0563524758|185549812X|0563526424|9780007119295	599|366|666|533|399	N|N|N|N|Z	5|5|5|5|10
2065	14884	PP		14887						16|31|137|190|203|207	1405501081|188321937X|0007206585|014180355X|075286971X|0140865543	466|658|533|333|566|266	N|N|N|N|N|N	5|10|5|5|5|5
2568	15011	OGG	599	15015						3|9|60|66|76|77|97|161|258|266	1405500530|1405500549|0140868321|0141802863|9626343575|0141801352|1594830371|0563504358|9781905654734|9781409103400	499|499|166|266|2762|166|466|433|499|399	N|N|N|N|N|N|N|N|Z|Z	5|5|5|5|5|5|5|5|10|10
268	14420	NN	2000	14420						141|201	0141806044|962634122X	433|999	N|N	5|5
3071	15137	BB	1599	15137						65|113|130|177|212|229	9626343559|0007207050|1899644571|0752873261|0552152242|9626347430	999|533|350|499|499|233	N|N|N|N|N|N	5|5|5|5|5|5
3574	15263	NN	2000	15266						12|284|321	0563525991|9780340734872|9780007119318	433|399|399	N|Z|Z	5|10|10
38	14346	PP		14348						190|242|270|338	014180355X|1860154549|9781409121817|9780140620931	333|666|399|299	N|N|Z|Z	5|5|10|10
4077	15389	OGG	599	15393						71|115|152|241|278	0552148415|1856869202|1904351840|1855499231|9780006514008	366|499|166|4497|399	N|N|N|N|Z	5|5|5|5|10
771	14558	PP		14560						14|17|42|56	0754071162|1856563650|0141804343|9626341505	366|299|266|466	N|N|N|N	5|5|5|5
1060	14633	OGG	599	14637						71|87|200|227|313	0552148415|0140868364|1871412005|0563510099|9780571228560	366|166|199|433|399	N|N|N|N|Z	5|5|5|5|10
1563	14759	OGG	599	14762						18|26|73|169|323	1904605109|0007201826|0140868348|0007161344|9780007119325	366|466|166|366|399	N|N|N|N|Z	5|5|5|5|10
2066	14884	NN	2000	14886						35|54|74|81|181|199|219|235|265	0140868208|0140868313|0001024671|0752873083|0563524758|075312369X|185549812X|055215072X|9781907410369	266|166|199|499|366|2475|666|633|599	N|N|N|N|N|N|N|N|Z	5|5|5|5|5|5|5|5|10
2569	15011	BB	1599	15013						6|22|52|193|248|301	0007192614|1855494760|0141805889|1904605400|0140866655|9781405249546	4950|1079|433|366|266|399	N|N|N|N|N|Z	5|5|5|5|5|10
269	14420	BB	1599	14421						282	9780552997041	499	Z	10
3072	15137	PP		15140						82|138|189|222|246	1855499932|0753124122|0141805625|9626340800|0563494360	666|1140|333|366|433	N|N|N|N|N	5|5|5|5|5
3575	15263	BB	1599	15263						28|70|114|134|229|237	1901768384|0752869507|0007206542|1859984827|9626347430|0007103972	333|433|499|233|233|466	N|N|N|N|N|N	5|5|5|5|5|5
39	14347	PP		14351						16|203	1405501081|075286971X	466|566	N|N	5|5
4078	15389	BB	1599	15393						83|88|134|296	0141805935|0141805943|1859984827|9780141312125	366|366|233|399	N|N|N|Z	5|5|5|10
772	14558	OGG	599	14560						152	1904351840	166	N	5
1061	14633	PP		14633						102|189|194|270	1856959783|0141805625|0141805633|9781409121817	2097|333|199|399	N|N|N|Z	5|5|5|10
1564	14759	BB	1599	14761						25|61|120|225	0001050478|0141805900|1855491346|0552152269	366|366|133|499	N|N|N|N	5|5|5|5
2067	14885	NN	2000	14887						11|59|100|107|149	0273663801|0141805390|0007207026|0752861425|0141806052	499|266|533|566|333	N|N|N|N|N	5|5|5|5|5
2570	15011	PP		15013						82|171|203|210|250|279|317	1855499932|0007213263|075286971X|0140865551|0552153346|9780141328522|9780099538639	666|366|566|266|499|399|399	N|N|N|N|N|Z|Z	5|5|5|5|5|10|10
270	14421	NN	2000	14424						1|27|112	0563525452|0563558601|1856868176	433|299|466	N|N|N	5|5|5
3576	15263	PP		15264						160|162|203|250	0007201028|9626346779|075286971X|0552153346	466|307|566|499	N|N|N|N	5|5|5|5
40	14347	BB	1599	14348						20|172	0141803304|9626341203	333|666	N|N	5|5
773	14558	BB	1599	14559						175	0754053121	2934	N	5
3073	15138	PP		15142						2|16|30|38|39|42|160|162|171|250|338	0563495421|1405501081|0140868283|0753110644|0752871994|0141804343|0007201028|9626346779|0007213263|0552153346|9780140620931	433|466|166|466|433|266|466|307|366|499|299	N|N|N|N|N|N|N|N|N|N|Z	5|5|5|5|5|5|5|5|5|5|10	||5
4079	15390	BB	1599	15394						10|191|193	1855494728|074350917X|1904605400	879|438|366	N|N|N	5|5|5
1062	14633	NN	2000	14637						119|206|269|288	1855498472|0552152226|9780575089327|9780330473248	533|499|799|399	N|N|Z|Z	5|5|10|10
1565	14759	NN	2000	14761						35|45|100|109|168	0140868208|0007161123|0007207026|9626340576|0007154720	266|433|533|466|533	N|N|N|N|N	5|5|5|5|10
2068	14885	PP		14889						21|38|286	0563525428|0753110644|9780330452472	533|466|399	N|N|Z	5|5|10
2571	15012	OGG	599	15013						34|68|84|96|132|151|159|169|170|197|239|252|267|329	0007206844|9626346108|1855496879|0007214146|0007162294|9626342684|1855494981|0007161344|140550028X|1405053976|0552147206|9781849162883|Paperback 352 pages|9780140620528	533|333|3750|433|466|466|879|366|433|666|366|399|399|299	N|N|N|N|N|N|N|N|N|N|N|Z|Z|Z	5|5|5|5|5|5|5|5|5|5|5|10|10|10
271	14421	OGG	599	14425						40|43	0563478187|0563388609	433|433	N|N	5|5
41	14347	OGG	599	14348						29|66|152	9626343427|0141802863|1904351840	366|266|166	N|N|N	5|5|5
3074	15138	OGG	599	15141						9|71|96|110|121|122|132|148|209|323	1405500549|0552148415|0007214146|0754053504|0141804483|0007207069|0007162294|1904351832|0552152234|9780007119325	499|366|433|3228|433|533|466|166|499|399	N|N|N|N|N|N|N|N|N|Z	5|5|5|5|5|5|5|5|5|10
3577	15264	OGG	599	15268						7|9|185|257|258	0563510196|1405500549|1855499614|9781907410352|9781905654734	433|499|4547|399|499	N|N|N|Z|Z	5|5|5|10|10	||||10
4080	15390	PP		15390						31|138|189|224|246|268	188321937X|0753124122|0141805625|9626341823|0563494360|9780752875873	658|1140|333|466|433|999	N|N|N|N|N|Z	5|5|5|5|5|10
774	14559	NN	2000	14559						5|111|149|236|341	0001056107|0007214170|0141806052|1855499215|9780140620795	366|499|333|3999|299	N|N|N|N|Z	5|5|5|5|10
1063	14633	BB	1599	14636						187	0140866515	266	N	5
1566	14759	PP		14759						103|210|221|270	0007207034|0140865551|0754054233|9781409121817	533|266|2699|399	N|N|N|Z	5|5|5|10
2069	14885	OGG	599	14888						29|53|96|159|238	9626343427|0141805382|0007214146|1855494981|0007141130	366|199|433|879|366	N|N|N|N|N	5|5|5|5|5
2572	15012	PP		15012						37|42|56|89|102|103|137|139|166|220|246	0563527048|0141804343|9626341505|0752861387|1856959783|0007207034|0007206585|0552153621|0552153664|1840323345|0563494360	599|266|466|433|2097|533|533|366|566|499|433	N|N|N|N|N|N|N|N|N|N|N	5|5|5|5|5|5|5|5|5|5|5
272	14421	BB	1599	14421						91|157|191	1405501197|0141805560|074350917X	499|433|438	N|N|N	5|5|5
3075	15138	BB	1599	15139						28|88|202|211	1901768384|0141805943|0141804637|000715478X	333|366|433|466	N|N|N|N	5|5|5|5
4081	15390	NN	2000	15392						147|280	0563504838|9780385608275	599|1099	N|Z	5|10
3578	15264	NN	2000	15264						24|58|78|192|214	0955064007|0141805897|0755329007|0552153206|0552153265	499|433|499|499|499	N|N|N|N|N	5|5|5|5|5
42	14347	NN	2000	14348						47|74|133|146	1855494787|0001024671|0007206577|1840329300	2499|199|533|333	N|N|N|N	5|5|5|5
775	14559	OGG	599	14563						68	9626346108	333	N	5
1064	14634	PP		14638						33|41|160|166|167|178|184|221	1405047585|0007161115|0007201028|0552153664|1845590872|0552153184|0007159846|0754054233	433|366|466|566|2675|499|433|2699	N|N|N|N|N|N|N|N	5|5|5|5|5|5|5|5
1567	14760	PP		14764						17|42|190|254|275	1856563650|0141804343|014180355X|9780575085527|9780141328553	299|266|333|399|399	N|N|N|Z|Z	5|5|5|10|10
2070	14885	BB	1599	14889						86|91|105|130|174|240	0755329015|1405501197|0752861417|1899644571|0552153176|0712343253	599|499|566|350|499|531	N|N|N|N|N|N	5|5|5|5|5|5
2573	15012	BB	1599	15014						46|70|85|90|105|130|156|202|212|240|264|312|318	075311934X|0752869507|0743520718|0007208022|0752861417|1899644571|1840329319|0141804637|0552152242|0712343253|9780330512855|9780571228577|9780099534846	1597|433|308|466|566|350|499|433|499|531|399|399|399	N|N|N|N|N|N|N|N|N|N|Z|Z|Z	5|5|5|5|5|5|5|5|5|5|10|10|10	|||5
273	14422	NN	2000	14426						95|302	0752856820|9781405249553	333|399	N|Z	5|10
3076	15138	NN	2000	15139						101|140|196|199|219|261|283	0007133731|0007206593|0752869728|075312369X|185549812X|9780330520515|9780340896983	299|499|499|2475|666|399|399	N|N|N|N|N|Z|Z	5|5|5|5|5|10|10
3579	15264	PP		15268						195|222|246	0743504127|9626340800|0563494360	396|366|433	N|N|N	5|5|5
4082	15390	OGG	599	15394						239|335	0552147206|9780340993750	366|399	N|Z	5|10
43	14348	BB	1599	14352						10|25|150|205|337	1855494728|0001050478|1855496488|014086041X|9780340993781	879|366|3250|333|399	N|N|N|N|Z	5|5|5|5|10
